#front|back
卜|[bǔ] fortune telling<br /><br />[bo] 胡萝卜 húluóbo carrot
昭|[zhāo] clear, obvious; 昭雪 zhāoxuě rehabilitate
浸|[jìn] soak
刮|[guā] scrape; 刮胡子 guā húzi shave; (F颳) (wind) blow<br /><br />[kā] 刮吃 kāchi 〈colloquial〉 scrape, sponge on
宛|[wǎn] 宛如 wǎnrú just like; 宛然 wǎnrán as if; [yuān] 大宛
囑|[zhǔ] (=嘱咐 zhǔfu) advise, enjoin, urge, exhort
囊|[náng] bag; 鼓鼓囊囊 gǔgunāngnāng bulging<br /><br />[nāng] 囊膪 nāngchuài pork near the pig's nipples
寓|[yù] reside, live; 寓所 yùsuǒ residence; 寓言 fable, allegory
駁|[bó] contradict; 驳斥 bóchì denounce; 反驳 fǎnbó refute
倡|[chàng] 倡议 chàngyì propose<br /><br />[chāng] 倡优 chāngyōu entertainer
浴|[yù] (=沐浴 mùyù) take a bath; 浴室 yùshì bath/shower room
咕|[gū] coo, cluck (bird sounds)
挪|[nuó] (挪动 nuódong) move; remove
搏|[bó] 搏斗 bódòu fight, wrestle; 脉搏 màibó pulse
蓬|[péng] bitter fleabane, (=蓬松 péngsōng) fluffy, {classifier for clumps of bamboo, grass, etc.}>; 蓬勃 péngbó vigorous
晌|[shǎng] part of the day; noon
渠|[qú] canal, ditch, channel; 渠道 irrigation ditch
兜|[dōu] pocket, bag
喃|[nán] 喃喃 nánnán mutter
夷|[yí] {archaic}> smooth; wipe out, raze
滬|[Hù] name for 上海 Shanghai
賤|[jiàn] inexpensive, cheap, lowly, humble, worthless
魄|[pò] 气魄 qìpò boldness<br /><br />[bó] 落魄<br /><br />[tuò] 落魄
舵|[duò] rudder; helm; 舵手 steersman, helmsman
晰|[xī] 清晰 qīngxī clear, distinct
僵|[jiāng] stiff; numb; deadlocked; 僵硬 stiff, rigid
糕|[gāo] pudding, (=蛋糕 dàngāo) cake
裔|[yì] {archaic}> descendents, posterity; borderland
秩|[zhì] 秩序 zhìxù order, sequence
倚|[yǐ] (倚靠 yǐkào) lean on; rest against; rely on
塌|[tā] collapse; sink; calm down
恍|[huǎng] suddenly, as if
鉤|[gōu] (钩子 gōuzi) hook
嘲|[cháo] 嘲笑 cháoxiào ridicule, laugh at; 嘲讽 cháofěng sneer at, taunt, mock; 嘲弄 cháonòng mock, deride
傍|[bàng] be close to; 傍晚 bàngwǎn toward evening, at nightfall
裕|[yù] abundant, affluent; 富裕 fùyù rich, wealthy, opulent
煮|[zhǔ] boil, cook
乳|[rǔ] milk, breast; 哺乳 bǔrǔ breast-feed; 乳酪 rǔlào cheese
勿|[wù] do not!
豎|[shù] vertical, perpendicular; vertical stroke "丨"
懲|[chéng] chastise, punish, correct, repress; restrain oneself
睹|[dǔ] look at, observe; 目睹 mùdǔ see with one's own eyes
株|[zhū] tree-trunk; 守株待兔 shǒuzhūdàitù guarding a tree-trunk to wait for a rabbit
繡|[xiù] embroider; 绣像 embroidered portrait
妖|[yāo] (妖魔 yāomó) demon; 妖娆 yāoráo charming, enchanting
訝|[yà] 惊讶 amazed
咖|[kā] (used in transliterations) 咖啡 kāfēi coffee<br /><br />[gā] 咖喱 gālí curry
綱|[gāng] fishing net rope; guiding principle; 纲领 program
胎|[tāi] foetus, birth, (=轮胎 lúntāi) tire (of a wheel)
濱|[bīn] 海滨 seashore; 滨临 bīnlín to be close to (a body of water)
耕|[gēng] to plough, till
嗤|[chī] sneer
艙|[cāng] (ship) cabin
娛|[yú] 娱乐 yúlè amuse, amusement, recreation
匪|[fěi] (=土匪 tǔfěi) bandit, brigand, robber; 匪徒 fěitú gangster
鴉|[yā] 乌鸦 wūyā crow; 鸦片 yāpiàn opium
胃|[wèi] stomach; 胃口 wèikǒu appetite
躁|[zào] rash, impetuous
獅|[shī] (=狮子 shīzi) lion
砰|[pēng] bang (sound)
妮|[nī] 妮儿 nīr girl
凜|[lǐn] cold; strict; afraid; shiver, tremble with cold or fear
龜|[guī] (乌龟) tortoise; 海龟 turtle<br /><br />[jūn] 龟裂 jūnlì fissure (of parched earth)<br /><br />[Qiū] 龟兹 Qiūcí Kucha, a historic town at the northern rim of the Taklamakan Desert
裸|[luǒ] 裸体 luǒtǐ nude; 赤裸裸 stark-naked; 裸露 exposed
嫣|[yān] handsome, beautiful; 嫣红 bright red
甫|[fǔ] {archaic}> only, curtesy name
窯|[yáo] kiln; (窑洞) cave dwelling
塘|[táng] dike, (=池塘 chítáng, =水塘 shuǐtáng) pool
纖|[xiān] 纤维 fiber<br /><br />[qiàn] rope for towing boat
寵|[chǒng] love, bestow favor on
鏈|[liàn] (链子 liànzi) chain; 拉链 zipper; 铰链 hinge
拱|[gǒng] arch, cup one hand in other before chest, push with no hands
尹|[yǐn] ancient title for government official; (surname)
掘|[jué] dig, excavate
壩|[bà] dam; dyke, embankment
狹|[xiá] (=狭窄 xiázhǎi, =狭隘 xiá'ài) narrow
銘|[míng] engrave, carve; 铭刻 míngkè inscription, engrave on one's mind 头
淳|[chún] 淳朴 chúnpǔ honest, simple, unsophisticated
沐|[mù] wash one's hair; 沐浴 mùyù bathe
馨|[xīn] pervasive fragrance
潘|[Pān] {family name}>
甩|[shuǎi] swing back and forth, toss, get rid of, leave behind<br /><br />{Compare with 用 yòng use}
榜|[bǎng] posted list of names, announcement, notice; 榜样 example, model<br /><br />[bàng] (=搒) oar, whip, rod
淵|[yuān] 深渊 shēnyuān abyss
羡|[xiàn] 羡慕 xiànmù envy, admire
侮|[wǔ] 侮辱 wǔrǔ insult, humiliate
卿|[qīng] minister or high official in ancient times
兀|[wù] (书) towering; bald
喧|[xuān] 喧闹 make noise; 喧呼 xuānhū shout loudly
履|[lǚ] shoes
猴|[hóu] (=猴子 hóuzi) monkey
枉|[wǎng] crooked; pervert; 冤枉 yuānwang do wrong, treat unjustly
襯|[chèn] line, to place underneath, lining; 衬衫 chènshān shirt
畔|[pàn] border of a field; shore, side, bank
凳|[dèng] stool, bench; 板凳
緬|[miǎn] remote, long ago; 缅甸 Miǎndiàn Burma
弦|[xián] string of musical instrument
畜|[xù] (=畜牧 xùmù) raise (domestiv animals)<br /><br />[chù] 畜生 chùsheng beast
粞|[xī] smashed rice
溢|[yì] overflow; 洋溢 yángyì be permeated with
摟|[lǒu] hug; drag, pull<br /><br />[lōu] hold in the arms
乞|[qǐ] 乞丐 qǐgài beggar; 乞讨 qǐtǎo beg
旬|[xún] a period of ten days; 上旬 shàngxún first ten days of a month
縛|[fù] tie up, bind
燦|[càn] 灿烂 cànlàn splendid, magnificent
輿|[yú] chariot; area; 舆论 yúlùn public opinion
雁|[yàn] 大雁 dàyàn wild goose
倦|[juàn] (=疲倦 píjuàn) tired, weary
酬|[chóu] reward, payment; 酬谢 chóuxiè thank with a gift; 报酬 bàochou reward
韻|[yùn] tone, charm, appeal, (=押韵 yāyùn) rhyme; 韵文 yùnwén verse
媚|[mèi] 妩媚 wǔmèi lovely; 明媚 radiant and enchanting
堤|[dī] dyke; (堤岸 dī'àn) embankment
攀|[pān] climb; pull down; 攀登 pāndēng clamber up
竊|[qiè] 窃听 qiètīng eavesdrop; 盗窃 dàoqiè steal
嫩|[nèn] tender, delicate, light, inexperienced
遂|[suì] satisy, fulfil, succeed; 遂心 suìxīn fulfill one's desire<br /><br />[suí] 半身不遂 bànshēnbùsuí parlysis in half the body
澄|[chéng] 澄清 transparent, clear<br /><br />[dèng] settle<br /><br />[dēng] 黄澄澄 huángdēngdēng glistening yellow, golden
偵|[zhēn] 侦察 scout, reconnoitre; 侦探 detective
陝|[Shǎn] 陕西省 Shǎnxīshěng Shaanxi Province
陋|[lòu] 丑陋 chǒulòu ugly
笨|[bèn] stupid; clumsy; cumbersome; 笨重 heavy, cumbersome
匙|[shi] 钥匙 yàoshi key<br /><br />[chí] spoon
沫|[mò] (=沫儿 mòr) foam, froth; 泡沫 pàomò foam, froth; 唾沫 tuòmo saliva
聳|[sǒng] towering, lofty; alarm, shock; 高耸 gāosǒng stand tall
踩|[cǎi] step
醬|[jiàng] sauce, paste, jam; 酱油 jiàngyóu soy sauce; 花生酱 huāshēngjiàng peanut butter
壺|[hú] kettle, pot, bottle
啡|[fēi] 咖啡 kāfēi coffee
碌|[lù] 骨碌 roll; 忙碌 busy; 碌碌 mediocre<br /><br />[liù] 碌碡<br /><br />[lū]
癢|[yǎng] itch
鄙|[bǐ] I, me, my, vulgar; 鄙视 bǐshì despise, disdain
殼|[ké] shell, case<br /><br />[qiào] shell, hard surface
貞|[zhēn] (坚贞, 忠贞) loyal; virgin; ancient fortune-telling
霉|[méi] mold, mildew; 倒霉 dǎoméi have bad luck
蠢|[chǔn] (愚蠢 yúchǔn) stupid
蘆|[lú] 芦苇 lúwěi reed; 葫芦 húlu gourd<br /><br />[lǔ]
胳|[gē] 胳膊 gēbo arm; 胳臂 gēbei arm<br /><br />[gé] 胳肢 tickle<br /><br />[gā]
矣|[yǐ] {grammatical particle similar to "了"}>
焰|[yàn] 火焰 huǒyàn flame
脊|[jí] 脊梁骨 jílianggǔ backbone<br /><br />[jǐ] 屋脊 wūjǐ ridge of roof
囚|[qiú] 囚禁 qiújìn imprison; 囚犯 qiúfàn prisoner
輔|[fǔ] assist, complement; 辅导 fǔdǎo coach, tutor; 辅助 fǔzhù assist, auxiliary; 辅音 fǔyīn consonant
賬|[zhàng] account, credit, debt
佐|[zuǒ] assist
僚|[liáo] (=官僚 guānliáo) official, (=同僚 tóngliáo) colleague
雀|[què] sparrow<br /><br />[qiāo] 雀子 qiāozi freckle<br /><br />[qiǎo] 雀盲眼 qiǎomangyǎn night blindness
撰|[zhuàn] write, compose
耍|[shuǎ] play (role/tricks/etc.), play with, gamle, make fun of, {family name}>
枕|[zhěn] (枕头) pillow
撿|[jiǎn] pick up, gather, collect
涵|[hán] (涵洞) culvert; 涵养 hányǎng self-control; conserve
逗|[dòu] stop, pause, tease, play with
糞|[fèn] excrement, manure
朦|[méng] 朦胧 ménglóng dim moonlight, obscure
肝|[gān] liver
蒸|[zhēng] evaporate, (=蒸汽 zhēngqì) steam
濫|[làn] (=泛滥 fànlàn) overflow, flood; 滥用 lànyòng abuse
筷|[kuài] (筷子) chopsticks
潰|[kuì] (dam) burst; break through; 崩溃 collapse; 溃疡 ulcer<br /><br />[huì]
隸|[lì] 奴隶 núlì slave; 隶书 lìshū official script
烤|[kǎo] bake, roast, toast
缸|[gāng] jar, vat
弓|[gōng] bow; bend; 弓箭 gōngjiàn bow and arrow
潭|[tán] deep pool, pond
曠|[kuàng] vast; to waste time; 旷野 wilderness
哎|[āi] (interjection:) hey; 哎呀 āiyā; 哎哟 āiyō<br /><br />[ēi]
峻|[jùn] 严峻 yánjùn stern; 峻岭 jùnlǐng high mountains
爪|[zhǎo] claw, talon<br /><br />[zhuǎ] 爪子 claw, paw, talon
怯|[qiè] (胆怯 dǎnqiè) timid; cowardly; 羞怯 xiūqiè shy
茂|[mào] profuse, (=茂盛 màoshèng) luxuriant; 茂密 màomì dense
芒|[máng] awn, beard, arista, spike, sharp point<br /><br />[wáng] 麦芒 màiwáng awn of wheat
肢|[zhī] 肢体 zhītǐ limbs; 四肢 the Four Limbs; 前肢 forelimb
稻|[dào] growing rice, paddy
兔|[tù] (兔子 tùzi) rabbit
圾|[jī] 垃圾 lājī refuse, garbage<br /><br />[sè] 垃圾 lèsè refuse, garbage
喻|[yù] 比喻 bǐyù analogy; 隐喻 yǐnyù metaphor
框|[kuàng] frame; case; circle
繳|[jiǎo] hand in, pay<br /><br />[zhuó] silk string attached to an arrow for shooting birds
蹈|[dǎo] skip; step; 舞蹈 wǔdǎo dance
哨|[shào] whistle; chirp; sentry post
穎|[yǐng] 新颖 xīnyǐng new and original, novel
菊|[jú] chrysanthemum
喀|[kā] (sound of coughing or vomiting)
妝|[zhuāng] adorn oneself; 妆奁 bride's trousseau
淹|[yān] flood; 淹死 drown
瓷|[cí] porcelain, china; 陶瓷 táocí ceramics
淀|[diàn] shallow water; (F澱) form sediment; settle; precipitate; 淀粉 diànfěn starch
蠟|[là] wax, polish, yellowish, (=蜡烛 làzhú) candle
嚼|[jué] 咀嚼 jǔjué chew<br /><br />[jiáo] chew<br /><br />[jiào] 倒嚼
劑|[jì] dose
逛|[guàng] stroll, ramble, roam
驟|[zhòu] gallop; 步骤 bùzhòu procedure; 骤然 zhòurán suddenly
暑|[shǔ] hot weather; 暑假 (shǔjià) summer vacation
襟|[jīn] front of garment, bros. in law; 衣襟 yījīn front of Chinese jacket
廬|[lú] hut, cottage
蘋|[píng] 苹果 píngguǒ apple
曬|[shài] roast in sun
悼|[dào] 追悼, 悼念, 哀悼 mourn, grieve
昧|[mèi] no sun; dark; obscure; hidden; to feign
攏|[lǒng] approach; hold together; comb (hair)
函|[hán] letter; 函件 hánjiàn correspondence; 函数 fánshù (math) function
朧|[lóng] 朦胧 ménglóng dim moonlight; obscure<br /><br />[lōng]
膠|[jiāo] glue, gum, rubber, stick, sticky
抒|[shū] express, convey; 各抒己见
乒|[pīng] pīng on. crack (of rifle/etc.); 乒乓 pīngpāng pingpong<br /><br />{Compare with 兵 bīng soldier}
諷|[fěng] 讽刺 satirize, mock
歹|[dǎi] bad, evil, vicious
旱|[hàn] dry land; drought
葡|[pú] 葡萄 pútao grape; 葡萄酒 pútaojiǔ grape wine
惟|[wéi] only, alone, think, ponder, 惟一 wéiyī only, sole
揀|[jiǎn] choose, select, pick out
耿|[gěng] 耿耿 gěnggěng brilliant; dedicated; 耿直 gěngzhí upright
廿|[niàn] twenty (same as 二十 èrshí)
樁|[zhuāng] stake, pile; (量): 一桩大事
乙|[yǐ] 2nd in sequence
謠|[yáo] ballad; 谣言 yáoyán rumor, hearsay
墜|[zhuì] fall; weigh down; 坠子 zhuìzi weight; ear pendant; ballad
滯|[zhì] stagnant, sluggish
孕|[yùn] 怀孕 pregnant; 受孕 conceive; 避孕 contraception
誦|[sòng] 背诵 recite from memory
梳|[shū] (梳子) comb; to comb
岡|[gāng] ridge of a hill
肺|[fèi] (=肺脏 fèizàng) lung
丸|[wán] pill, pellet, ball
霜|[shuāng] (=霜冻 shuāngdòng) frost
汁|[zhī] (=汁液 zhīyè) juice; 果汁 guǒzhī fruit juice
紗|[shā] yarn; 绵纱 miánshā cotton yarn
銜|[xián] hold in mouth; hold inside; rank; 军衔 military rank
膩|[nì] greasy, oily; smooth; (腻烦 nìfan) disgusted, fed up
甸|[diàn] (ancient) suburb; pasture<br /><br />[diān] 沉甸甸 chéndiāndiān heavy
啤|[pí] 啤酒 píjiǔ beer
坎|[kǎn] bank, ridge
稼|[jià] to plant, (=庄稼 zhuāngjia) crops
禾|[hé] grain; 禾苗 hémiáo seedlings
愣|[lèng] distracted, stupified<br /><br />[lēng]
脂|[zhī] (=油脂 yóuzhī) oil, grease; 脂肪 zhīfáng fat, grease
萄|[táo] 葡萄 pútao grape
撈|[lāo] dredge for, fish for, scoop up out of water
攪|[jiǎo] disturb, annoy, (=搅拌) stir, mix, agitate,
屑|[xiè] fragments, bits and pieces; minute; trivial
傘|[sǎn] (雨伞) umbrella; 跳伞, 降落伞 parachute
蝶|[dié] 蝴蝶 húdié butterfly; 蝶蛹 diéyǒng chrysalis
鑄|[zhù] (铸造) casting, founding
軀|[qū] 身躯 body, stature; 躯体 body
稚|[zhì] young, immature, childish; 稚气 zhìqì childishness
腥|[xīng] flesh; fishy; 腥臭 xīngchòu rancid, stinking
藤|[téng] cane, rattan; vine
陡|[dǒu] steep; suddenly; 陡峭 dǒuqiào precipitous
燙|[tàng] hot (burning hot to the touch, cf. 热 rè)
梨|[lí] pear; 凤梨 pineapple
哦|[ó]<br /><br />[ò] Oh!<br /><br />[é] softly chant
漿|[jiāng] syrup, starch<br /><br />[jiàng] (=糨 jiàng) thick (of porridge etc.)
僻|[pì] 僻静 pìjìng secluded; 偏僻 piānpì out-of-the way
坊|[fāng] lane<br /><br />[fáng] workshop, mill
焉|[yān] 心不在焉 absent-minded
隙|[xì] gap; crack; rift; loophole
淘|[táo] wash, clean; 淘气 táoqì naughty; 淘汰 táotài eliminate
垮|[kuǎ] collapse, break down
滔|[tāo] 滔滔 tāotāo torrential; 滔滔不绝 talk on and on
釀|[niàng] brew, ferment, wine, (=酿成 niàngchéng) result in, breed
鵝|[é] goose; 企鹅 qǐ'é penguin
茲|[zī] {archaic}> this; now; year<br /><br />[cí] 龟兹
搗|[dǎo] pound, beat; harass; 捣乱 dǎoluàn make a disturbance
棟|[dòng] ridgepole
瑰|[guī]<br /><br />[gui] 玫瑰 méigui rose
敞|[chǎng] spacious; open
癌|[ái] (=癌症 áizhèng) cancer
纜|[lǎn] cable; 缆车 cable car
爍|[shuò] shining; 闪烁 glimmer, twinkle
玫|[méi] 玫瑰 méigui rose; 黄刺玫 yellow rose
詐|[zhà] cheat, swindle; pretend, feign
煞|[shà] evil spirit; 煞白 shàbái deathly pale<br /><br />[shā] stop, (= 刹 shā, =杀 shā) kill
膜|[mó] membrane, film; 角膜 jiǎomó cornea (of eye)
焚|[fén] (焚烧 fénshāo) burn, set on fire
粘|[zhān] to glue, to paste<br /><br />[nián] (=黏 nián) sticky
摧|[cuī] break, (=摧毁 cuīhuǐ, =摧残 cuīcán) destroy
疫|[yì] 免疫 miǎnyì immunity; 瘟疫 wēnyì pestilence
幢|[zhuàng] (量) (for buildings)<br /><br />[chuáng] pennant; Buddhist pillar
汝|[rǔ] you, thou
毯|[tǎn] (毯子 tǎnzi) blanket; (地毯 dìtǎn) carpet, rug
挫|[cuò] setback, (=挫折 cuòzhé) frustrate, defeat
紡|[fǎng] spin yarn; 纺织 fǎngzhī spin and weave; 纺车 fǎngchē spinning wheel
朽|[xiǔ] 腐朽 fǔxiǔ decayed, rotten
錘|[chuí] hammer
兌|[duì] exchange, convert, add (water etc.); 兑换 duìhuàn convert, exchange
辮|[biàn] braid
墮|[duò] fall, sink; 堕落 duòluò degenerate, sink low
笛|[dí] bamboo flute, whistle
覓|[mì] seek; look for; demand
蔽|[bì] cover, shelter, hide; 隐蔽 yǐnbì conceal oneself; covert
諧|[xié] in harmony
氓|[máng] 流氓 liúmáng hoodlum<br /><br />[méng] common people
蔑|[miè] 轻蔑 qīngmiè scornful
沸|[fèi] 沸腾 fèiténg boiling; 沸点 boiling point
藉|[jí] 狼藉 lángjí {archaic}> in disorder<br /><br />[jiè] (=借 jiè) borrow, lend
卸|[xiè] unload, discharge; remove; shirk
熄|[xī] extinguish, put out, go out; 熄灭 xīmiè go out, die out
扁|[biǎn] flat; inscription; 扁担 biǎndan carrying pole<br /><br />[piān] 扁舟
炭|[tàn] charcoal
慷|[kāng] high-spirited; 慷慨 kāngkǎi fervent; liberal, generous
篷|[péng] sail; 帐篷 zhàngpéng tent
眨|[zhǎ] wink, blink
譬|[pì] 譬如 pìrú for instance, for example
叨|[dāo] 叨叨 dāodao chatter<br /><br />[tāo] 叨光 tāoguāng much obliged
蔬|[shū] 蔬菜 shūcài vegetable
綢|[chóu] (丝绸 sīchóu) silk
婿|[xù] son-in-law
寥|[liáo] few, empty, vacant, lonely
澆|[jiāo] irrigate, water; pour liquid on; 浇花
乓|[pāng] bang; 乒乓 pīngpāng pingpong<br /><br />{Compare with 兵 bīng soldier}
膏|[gāo] 牙膏 yágāo toothpaste; 油膏 ointment<br /><br />[gào] lubricate
膛|[táng] (胸膛) chest; chamber
琢|[zuó] 琢磨 zuómo ponder<br /><br />[zhuó] 琢磨 zhuómó polish
啪|[pā] (sound:) bang
淑|[shū] {archaic}> kind and gentle
叭|[bā] (=吧) {used for sound value}>
弊|[bì] 弊病 bìbìng malady, evil; drawback; 利弊 pros and cons
灶|[zào] stove; kitchen
醋|[cù] vinegar; 吃醋 be jealous (in love affair)
斌|[bīn] (variant of 彬 bīn)
奠|[diàn] establish; give offerings to the dead
屯|[tún] (屯子) village; collect
膨|[péng] expand, inflate; 膨胀 péngzhàng expand, swell
淪|[lún] sink; 沦陷 lúnxiàn fall (to enemy); 沦为 be reduced to
縷|[lǚ] thread; strand; 蓝缕 lánlǚ shabby, ragged
壤|[rǎng] (=土壤 tǔrǎng) soil
冶|[yě] smelt (metal)
暇|[xiá] leisure; 空暇 kòngxiá spare time; 不暇 bùxiá be too busy
揉|[róu] rub, knead
蘿|[luó] vine; 萝卜 luóbo radish; 胡萝卜 húluóbo carrot; 菠萝 bōluó pineapple
翔|[xiáng] circle in the air
蛛|[zhū] 蜘蛛 zhīzhū spider
栗|[lì] (栗子 lìzi) chestnut; (F慄) tremble
蔭|[yìn] shady<br /><br />[yīn] (=阴)
譏|[jī] 讥笑 jīxiào mock; 讥讽 jīfěng ridicule
蔥|[cōng] green, (=葱头) onion, scallion
鞏|[gǒng] 巩固 gǒnggù consolidate
粥|[zhōu] porridge, gruel, congee<br /><br />[yù] (=鬻) sell, vend
齋|[zhāi] vegetarian religious diet, give alms, room or building
迄|[qì] 迄今 qìjīn hitherto, up to now, so far
幟|[zhì] 旗帜 qízhì banner, flag, stand, position
菌|[jūn] fungus, bacterium; 细菌, 病菌 germ<br /><br />[jùn] mushroom
鉛|[qiān] lead (Pb); 铅笔 qiānbǐ pencil
賄|[huì] (贿赂 huìlù) bribe; 行贿 give a bribe
絨|[róng] down; velvet; floss
侶|[lǚ] companion, associate
鍛|[duàn] forge; 锻炼 duànliàn exercise
譴|[qiǎn] 谴责 qiǎnzé condemn
洶|[xiōng] 汹涌 xiōngyǒng turbulent
敷|[fū] apply (powder, ointment, etc.); spread; 敷眼 to elaborate
宵|[xiāo] night; 通宵 tōngxiāo throughout the night; 元宵节 Yuánxiāojié Lantern Festival
諱|[huì] hide; avoid; name of deceased person
鑼|[luó] gong
撼|[hàn] 震撼 shake, shock, vibrate
亨|[hēng] successful, go smoothly, {electrical terminology}> henry
淌|[tǎng] drip (water or blood), shed (tears), trickle (sweat)
扛|[káng] carry on the shoulder<br /><br />[gāng] lift with both hands
杉|[shān] China fir<br /><br />[shā] 杉篙 shāgāo fir scaffold-pole
燥|[zào] dry; 干燥 gānzào dry, dull; 枯燥 kūzào boring
勻|[yún] to divide evenly; to spare; even
渺|[miǎo] 渺小 tiny, negligible; 渺茫 miǎománg distant and indistinct
碟|[dié] small plate or dish; 茶碟 saucer; 飞碟 frisbee, UFO
